,npi,taxid,plan_group_alias,billing_code,billing_code_type,negotiated_type,negotiated_rate_cal
13,1548387418,741180155,bcbs_tx_ppo,20,DRG,negotiated,450707
14,1548387418,741180155,bcbs_tx_ppo,21,DRG,negotiated,326010
15,1548387418,741180155,bcbs_tx_ppo,23,DRG,negotiated,221394
16,1548387418,741180155,bcbs_tx_ppo,24,DRG,negotiated,96426
17,1548387418,741180155,bcbs_tx_ppo,25,DRG,negotiated,80010
18,1548387418,741180155,bcbs_tx_ppo,26,DRG,negotiated,60106
19,1548387418,741180155,bcbs_tx_ppo,27,DRG,negotiated,64645
20,1548387418,741180155,bcbs_tx_ppo,28,DRG,negotiated,90035
21,1548387418,741180155,bcbs_tx_ppo,29,DRG,negotiated,65841
22,1548387418,741180155,bcbs_tx_ppo,30,DRG,negotiated,49227
23,1548387418,741180155,bcbs_tx_ppo,31,DRG,negotiated,83779
24,1548387418,741180155,bcbs_tx_ppo,32,DRG,negotiated,34223
25,1548387418,741180155,bcbs_tx_ppo,33,DRG,negotiated,44928
26,1548387418,741180155,bcbs_tx_ppo,34,DRG,negotiated,105849
27,1548387418,741180155,bcbs_tx_ppo,35,DRG,negotiated,47796
28,1548387418,741180155,bcbs_tx_ppo,36,DRG,negotiated,40279
29,1548387418,741180155,bcbs_tx_ppo,38,DRG,negotiated,31621
30,1548387418,741180155,bcbs_tx_ppo,39,DRG,negotiated,17620
31,1548387418,741180155,bcbs_tx_ppo,40,DRG,negotiated,61227
32,1548387418,741180155,bcbs_tx_ppo,41,DRG,negotiated,41458
33,1548387418,741180155,bcbs_tx_ppo,42,DRG,negotiated,29159
34,1548387418,741180155,bcbs_tx_ppo,54,DRG,negotiated,21129
35,1548387418,741180155,bcbs_tx_ppo,55,DRG,negotiated,16141
36,1548387418,741180155,bcbs_tx_ppo,56,DRG,negotiated,37785
37,1548387418,741180155,bcbs_tx_ppo,57,DRG,negotiated,32106
38,1548387418,741180155,bcbs_tx_ppo,58,DRG,negotiated,43419
39,1548387418,741180155,bcbs_tx_ppo,59,DRG,negotiated,17427
40,1548387418,741180155,bcbs_tx_ppo,60,DRG,negotiated,16643
41,1548387418,741180155,bcbs_tx_ppo,61,DRG,negotiated,76281
42,1548387418,741180155,bcbs_tx_ppo,62,DRG,negotiated,60837
43,1548387418,741180155,bcbs_tx_ppo,64,DRG,negotiated,29594
44,1548387418,741180155,bcbs_tx_ppo,65,DRG,negotiated,15752
45,1548387418,741180155,bcbs_tx_ppo,66,DRG,negotiated,14847
46,1548387418,741180155,bcbs_tx_ppo,68,DRG,negotiated,13747
47,1548387418,741180155,bcbs_tx_ppo,69,DRG,negotiated,12161
48,1548387418,741180155,bcbs_tx_ppo,70,DRG,negotiated,25934
49,1548387418,741180155,bcbs_tx_ppo,71,DRG,negotiated,15637
50,1548387418,741180155,bcbs_tx_ppo,72,DRG,negotiated,11930
51,1548387418,741180155,bcbs_tx_ppo,73,DRG,negotiated,22422
52,1548387418,741180155,bcbs_tx_ppo,74,DRG,negotiated,15755
53,1548387418,741180155,bcbs_tx_ppo,75,DRG,negotiated,25154
54,1548387418,741180155,bcbs_tx_ppo,78,DRG,negotiated,22389
55,1548387418,741180155,bcbs_tx_ppo,82,DRG,negotiated,108053
56,1548387418,741180155,bcbs_tx_ppo,83,DRG,negotiated,20756
57,1548387418,741180155,bcbs_tx_ppo,85,DRG,negotiated,111816
58,1548387418,741180155,bcbs_tx_ppo,86,DRG,negotiated,17884
59,1548387418,741180155,bcbs_tx_ppo,87,DRG,negotiated,13344
60,1548387418,741180155,bcbs_tx_ppo,91,DRG,negotiated,25508
61,1548387418,741180155,bcbs_tx_ppo,92,DRG,negotiated,15255
62,1548387418,741180155,bcbs_tx_ppo,93,DRG,negotiated,12087
63,1548387418,741180155,bcbs_tx_ppo,94,DRG,negotiated,227004
64,1548387418,741180155,bcbs_tx_ppo,95,DRG,negotiated,190162
65,1548387418,741180155,bcbs_tx_ppo,96,DRG,negotiated,195552
66,1548387418,741180155,bcbs_tx_ppo,97,DRG,negotiated,304911
67,1548387418,741180155,bcbs_tx_ppo,98,DRG,negotiated,32656
68,1548387418,741180155,bcbs_tx_ppo,99,DRG,negotiated,38412
69,1548387418,741180155,bcbs_tx_ppo,100,DRG,negotiated,28985
70,1548387418,741180155,bcbs_tx_ppo,101,DRG,negotiated,13722
71,1548387418,741180155,bcbs_tx_ppo,102,DRG,negotiated,17817
72,1548387418,741180155,bcbs_tx_ppo,103,DRG,negotiated,12812
73,1548387418,741180155,bcbs_tx_ppo,113,DRG,negotiated,81425
74,1548387418,741180155,bcbs_tx_ppo,114,DRG,negotiated,51329
75,1548387418,741180155,bcbs_tx_ppo,115,DRG,negotiated,22483
76,1548387418,741180155,bcbs_tx_ppo,116,DRG,negotiated,29040
77,1548387418,741180155,bcbs_tx_ppo,121,DRG,negotiated,18389
78,1548387418,741180155,bcbs_tx_ppo,122,DRG,negotiated,9960
79,1548387418,741180155,bcbs_tx_ppo,123,DRG,negotiated,11839
80,1548387418,741180155,bcbs_tx_ppo,124,DRG,negotiated,15586
81,1548387418,741180155,bcbs_tx_ppo,125,DRG,negotiated,12924
82,1548387418,741180155,bcbs_tx_ppo,137,DRG,negotiated,53220
83,1548387418,741180155,bcbs_tx_ppo,138,DRG,negotiated,13043
84,1548387418,741180155,bcbs_tx_ppo,140,DRG,negotiated,171356
85,1548387418,741180155,bcbs_tx_ppo,141,DRG,negotiated,54922
86,1548387418,741180155,bcbs_tx_ppo,142,DRG,negotiated,59277
87,1548387418,741180155,bcbs_tx_ppo,143,DRG,negotiated,45850
88,1548387418,741180155,bcbs_tx_ppo,144,DRG,negotiated,27080
89,1548387418,741180155,bcbs_tx_ppo,145,DRG,negotiated,40304
90,1548387418,741180155,bcbs_tx_ppo,146,DRG,negotiated,31452
91,1548387418,741180155,bcbs_tx_ppo,147,DRG,negotiated,20128
92,1548387418,741180155,bcbs_tx_ppo,149,DRG,negotiated,11378
93,1548387418,741180155,bcbs_tx_ppo,150,DRG,negotiated,20493
94,1548387418,741180155,bcbs_tx_ppo,151,DRG,negotiated,11401
95,1548387418,741180155,bcbs_tx_ppo,153,DRG,negotiated,10993
96,1548387418,741180155,bcbs_tx_ppo,155,DRG,negotiated,14028
97,1548387418,741180155,bcbs_tx_ppo,156,DRG,negotiated,10173
98,1548387418,741180155,bcbs_tx_ppo,157,DRG,negotiated,30562
99,1548387418,741180155,bcbs_tx_ppo,158,DRG,negotiated,13754
100,1548387418,741180155,bcbs_tx_ppo,163,DRG,negotiated,76725
101,1548387418,741180155,bcbs_tx_ppo,164,DRG,negotiated,40776
102,1548387418,741180155,bcbs_tx_ppo,165,DRG,negotiated,29526
103,1548387418,741180155,bcbs_tx_ppo,166,DRG,negotiated,58627
104,1548387418,741180155,bcbs_tx_ppo,167,DRG,negotiated,28790
105,1548387418,741180155,bcbs_tx_ppo,168,DRG,negotiated,21185
106,1548387418,741180155,bcbs_tx_ppo,175,DRG,negotiated,23889
107,1548387418,741180155,bcbs_tx_ppo,176,DRG,negotiated,13717
108,1548387418,741180155,bcbs_tx_ppo,177,DRG,negotiated,28547
109,1548387418,741180155,bcbs_tx_ppo,178,DRG,negotiated,18655
110,1548387418,741180155,bcbs_tx_ppo,179,DRG,negotiated,13476
111,1548387418,741180155,bcbs_tx_ppo,180,DRG,negotiated,26884
112,1548387418,741180155,bcbs_tx_ppo,181,DRG,negotiated,30699
113,1548387418,741180155,bcbs_tx_ppo,183,DRG,negotiated,24065
114,1548387418,741180155,bcbs_tx_ppo,186,DRG,negotiated,23873
115,1548387418,741180155,bcbs_tx_ppo,187,DRG,negotiated,39620
116,1548387418,741180155,bcbs_tx_ppo,189,DRG,negotiated,18948
117,1548387418,741180155,bcbs_tx_ppo,190,DRG,negotiated,17387
118,1548387418,741180155,bcbs_tx_ppo,193,DRG,negotiated,20277
119,1548387418,741180155,bcbs_tx_ppo,194,DRG,negotiated,13351
120,1548387418,741180155,bcbs_tx_ppo,195,DRG,negotiated,10288
121,1548387418,741180155,bcbs_tx_ppo,196,DRG,negotiated,26857
122,1548387418,741180155,bcbs_tx_ppo,197,DRG,negotiated,15557
123,1548387418,741180155,bcbs_tx_ppo,198,DRG,negotiated,11483
124,1548387418,741180155,bcbs_tx_ppo,199,DRG,negotiated,27654
125,1548387418,741180155,bcbs_tx_ppo,200,DRG,negotiated,16630
126,1548387418,741180155,bcbs_tx_ppo,201,DRG,negotiated,10976
127,1548387418,741180155,bcbs_tx_ppo,202,DRG,negotiated,14938
128,1548387418,741180155,bcbs_tx_ppo,203,DRG,negotiated,10914
129,1548387418,741180155,bcbs_tx_ppo,204,DRG,negotiated,12260
130,1548387418,741180155,bcbs_tx_ppo,205,DRG,negotiated,26025
131,1548387418,741180155,bcbs_tx_ppo,206,DRG,negotiated,13679
132,1548387418,741180155,bcbs_tx_ppo,207,DRG,negotiated,468850
133,1548387418,741180155,bcbs_tx_ppo,208,DRG,negotiated,53095
134,1548387418,741180155,bcbs_tx_ppo,215,DRG,negotiated,251934
135,1548387418,741180155,bcbs_tx_ppo,216,DRG,negotiated,192648
136,1548387418,741180155,bcbs_tx_ppo,217,DRG,negotiated,229528
137,1548387418,741180155,bcbs_tx_ppo,219,DRG,negotiated,177555
138,1548387418,741180155,bcbs_tx_ppo,220,DRG,negotiated,123593
139,1548387418,741180155,bcbs_tx_ppo,222,DRG,negotiated,249692
140,1548387418,741180155,bcbs_tx_ppo,224,DRG,negotiated,296055
141,1548387418,741180155,bcbs_tx_ppo,225,DRG,negotiated,153188
142,1548387418,741180155,bcbs_tx_ppo,226,DRG,negotiated,408700
143,1548387418,741180155,bcbs_tx_ppo,227,DRG,negotiated,154116
144,1548387418,741180155,bcbs_tx_ppo,228,DRG,negotiated,121576
145,1548387418,741180155,bcbs_tx_ppo,229,DRG,negotiated,85615
146,1548387418,741180155,bcbs_tx_ppo,233,DRG,negotiated,191732
147,1548387418,741180155,bcbs_tx_ppo,234,DRG,negotiated,197687
148,1548387418,741180155,bcbs_tx_ppo,235,DRG,negotiated,99915
149,1548387418,741180155,bcbs_tx_ppo,236,DRG,negotiated,63130
150,1548387418,741180155,bcbs_tx_ppo,239,DRG,negotiated,74391
151,1548387418,741180155,bcbs_tx_ppo,240,DRG,negotiated,43161
152,1548387418,741180155,bcbs_tx_ppo,242,DRG,negotiated,124664
153,1548387418,741180155,bcbs_tx_ppo,243,DRG,negotiated,64291
154,1548387418,741180155,bcbs_tx_ppo,244,DRG,negotiated,54773
155,1548387418,741180155,bcbs_tx_ppo,245,DRG,negotiated,158010
156,1548387418,741180155,bcbs_tx_ppo,246,DRG,negotiated,57968
157,1548387418,741180155,bcbs_tx_ppo,247,DRG,negotiated,37934
158,1548387418,741180155,bcbs_tx_ppo,251,DRG,negotiated,25677
159,1548387418,741180155,bcbs_tx_ppo,252,DRG,negotiated,66667
160,1548387418,741180155,bcbs_tx_ppo,253,DRG,negotiated,41053
161,1548387418,741180155,bcbs_tx_ppo,254,DRG,negotiated,39634
162,1548387418,741180155,bcbs_tx_ppo,260,DRG,negotiated,74172
163,1548387418,741180155,bcbs_tx_ppo,261,DRG,negotiated,45061
164,1548387418,741180155,bcbs_tx_ppo,263,DRG,negotiated,35663
165,1548387418,741180155,bcbs_tx_ppo,264,DRG,negotiated,123923
166,1548387418,741180155,bcbs_tx_ppo,266,DRG,negotiated,221584
167,1548387418,741180155,bcbs_tx_ppo,267,DRG,negotiated,193866
168,1548387418,741180155,bcbs_tx_ppo,269,DRG,negotiated,133568
169,1548387418,741180155,bcbs_tx_ppo,270,DRG,negotiated,110255
170,1548387418,741180155,bcbs_tx_ppo,271,DRG,negotiated,83857
171,1548387418,741180155,bcbs_tx_ppo,272,DRG,negotiated,62226
172,1548387418,741180155,bcbs_tx_ppo,273,DRG,negotiated,73493
173,1548387418,741180155,bcbs_tx_ppo,274,DRG,negotiated,80356
174,1548387418,741180155,bcbs_tx_ppo,280,DRG,negotiated,25157
175,1548387418,741180155,bcbs_tx_ppo,281,DRG,negotiated,14420
176,1548387418,741180155,bcbs_tx_ppo,282,DRG,negotiated,11223
177,1548387418,741180155,bcbs_tx_ppo,283,DRG,negotiated,42417
178,1548387418,741180155,bcbs_tx_ppo,286,DRG,negotiated,34252
179,1548387418,741180155,bcbs_tx_ppo,287,DRG,negotiated,17790
180,1548387418,741180155,bcbs_tx_ppo,288,DRG,negotiated,41475
181,1548387418,741180155,bcbs_tx_ppo,291,DRG,negotiated,20744
182,1548387418,741180155,bcbs_tx_ppo,292,DRG,negotiated,13847
183,1548387418,741180155,bcbs_tx_ppo,296,DRG,negotiated,466981
184,1548387418,741180155,bcbs_tx_ppo,299,DRG,negotiated,27837
185,1548387418,741180155,bcbs_tx_ppo,300,DRG,negotiated,16123
186,1548387418,741180155,bcbs_tx_ppo,301,DRG,negotiated,11486
187,1548387418,741180155,bcbs_tx_ppo,302,DRG,negotiated,19877
188,1548387418,741180155,bcbs_tx_ppo,303,DRG,negotiated,10464
189,1548387418,741180155,bcbs_tx_ppo,304,DRG,negotiated,16949
190,1548387418,741180155,bcbs_tx_ppo,305,DRG,negotiated,11425
191,1548387418,741180155,bcbs_tx_ppo,306,DRG,negotiated,23262
192,1548387418,741180155,bcbs_tx_ppo,307,DRG,negotiated,13434
193,1548387418,741180155,bcbs_tx_ppo,308,DRG,negotiated,18553
194,1548387418,741180155,bcbs_tx_ppo,309,DRG,negotiated,11593
195,1548387418,741180155,bcbs_tx_ppo,310,DRG,negotiated,8638
196,1548387418,741180155,bcbs_tx_ppo,311,DRG,negotiated,10783
197,1548387418,741180155,bcbs_tx_ppo,312,DRG,negotiated,12951
198,1548387418,741180155,bcbs_tx_ppo,313,DRG,negotiated,11151
199,1548387418,741180155,bcbs_tx_ppo,314,DRG,negotiated,32230
200,1548387418,741180155,bcbs_tx_ppo,315,DRG,negotiated,15086
201,1548387418,741180155,bcbs_tx_ppo,316,DRG,negotiated,11595
202,1548387418,741180155,bcbs_tx_ppo,326,DRG,negotiated,83193
203,1548387418,741180155,bcbs_tx_ppo,327,DRG,negotiated,40371
204,1548387418,741180155,bcbs_tx_ppo,328,DRG,negotiated,25765
205,1548387418,741180155,bcbs_tx_ppo,329,DRG,negotiated,75034
206,1548387418,741180155,bcbs_tx_ppo,330,DRG,negotiated,39278
207,1548387418,741180155,bcbs_tx_ppo,331,DRG,negotiated,26455
208,1548387418,741180155,bcbs_tx_ppo,332,DRG,negotiated,60775
209,1548387418,741180155,bcbs_tx_ppo,333,DRG,negotiated,33121
210,1548387418,741180155,bcbs_tx_ppo,334,DRG,negotiated,85713
211,1548387418,741180155,bcbs_tx_ppo,335,DRG,negotiated,69202
212,1548387418,741180155,bcbs_tx_ppo,336,DRG,negotiated,35316
213,1548387418,741180155,bcbs_tx_ppo,337,DRG,negotiated,25256
214,1548387418,741180155,bcbs_tx_ppo,339,DRG,negotiated,26222
215,1548387418,741180155,bcbs_tx_ppo,340,DRG,negotiated,19003
216,1548387418,741180155,bcbs_tx_ppo,342,DRG,negotiated,22170
217,1548387418,741180155,bcbs_tx_ppo,343,DRG,negotiated,17162
218,1548387418,741180155,bcbs_tx_ppo,345,DRG,negotiated,24407
219,1548387418,741180155,bcbs_tx_ppo,346,DRG,negotiated,19724
220,1548387418,741180155,bcbs_tx_ppo,347,DRG,negotiated,38081
221,1548387418,741180155,bcbs_tx_ppo,348,DRG,negotiated,20767
222,1548387418,741180155,bcbs_tx_ppo,349,DRG,negotiated,38395
223,1548387418,741180155,bcbs_tx_ppo,350,DRG,negotiated,37939
224,1548387418,741180155,bcbs_tx_ppo,352,DRG,negotiated,17063
225,1548387418,741180155,bcbs_tx_ppo,353,DRG,negotiated,46538
226,1548387418,741180155,bcbs_tx_ppo,354,DRG,negotiated,27583
227,1548387418,741180155,bcbs_tx_ppo,355,DRG,negotiated,21027
228,1548387418,741180155,bcbs_tx_ppo,356,DRG,negotiated,66388
229,1548387418,741180155,bcbs_tx_ppo,357,DRG,negotiated,34865
230,1548387418,741180155,bcbs_tx_ppo,358,DRG,negotiated,20714
231,1548387418,741180155,bcbs_tx_ppo,368,DRG,negotiated,35306
232,1548387418,741180155,bcbs_tx_ppo,369,DRG,negotiated,16658
233,1548387418,741180155,bcbs_tx_ppo,371,DRG,negotiated,26737
234,1548387418,741180155,bcbs_tx_ppo,372,DRG,negotiated,15897
235,1548387418,741180155,bcbs_tx_ppo,373,DRG,negotiated,11502
236,1548387418,741180155,bcbs_tx_ppo,374,DRG,negotiated,38433
237,1548387418,741180155,bcbs_tx_ppo,375,DRG,negotiated,18640
238,1548387418,741180155,bcbs_tx_ppo,376,DRG,negotiated,13849
239,1548387418,741180155,bcbs_tx_ppo,377,DRG,negotiated,27829
240,1548387418,741180155,bcbs_tx_ppo,378,DRG,negotiated,15365
241,1548387418,741180155,bcbs_tx_ppo,379,DRG,negotiated,9856
242,1548387418,741180155,bcbs_tx_ppo,380,DRG,negotiated,29132
243,1548387418,741180155,bcbs_tx_ppo,381,DRG,negotiated,16394
244,1548387418,741180155,bcbs_tx_ppo,384,DRG,negotiated,13805
245,1548387418,741180155,bcbs_tx_ppo,385,DRG,negotiated,28805
246,1548387418,741180155,bcbs_tx_ppo,386,DRG,negotiated,15369
247,1548387418,741180155,bcbs_tx_ppo,387,DRG,negotiated,11038
248,1548387418,741180155,bcbs_tx_ppo,388,DRG,negotiated,23388
249,1548387418,741180155,bcbs_tx_ppo,389,DRG,negotiated,12713
250,1548387418,741180155,bcbs_tx_ppo,390,DRG,negotiated,9013
251,1548387418,741180155,bcbs_tx_ppo,391,DRG,negotiated,19251
252,1548387418,741180155,bcbs_tx_ppo,392,DRG,negotiated,11825
253,1548387418,741180155,bcbs_tx_ppo,393,DRG,negotiated,25581
254,1548387418,741180155,bcbs_tx_ppo,394,DRG,negotiated,14520
255,1548387418,741180155,bcbs_tx_ppo,395,DRG,negotiated,10051
256,1548387418,741180155,bcbs_tx_ppo,405,DRG,negotiated,112377
257,1548387418,741180155,bcbs_tx_ppo,406,DRG,negotiated,44507
258,1548387418,741180155,bcbs_tx_ppo,407,DRG,negotiated,32735
259,1548387418,741180155,bcbs_tx_ppo,408,DRG,negotiated,347863
260,1548387418,741180155,bcbs_tx_ppo,409,DRG,negotiated,32708
261,1548387418,741180155,bcbs_tx_ppo,414,DRG,negotiated,56086
262,1548387418,741180155,bcbs_tx_ppo,415,DRG,negotiated,31433
263,1548387418,741180155,bcbs_tx_ppo,416,DRG,negotiated,22001
264,1548387418,741180155,bcbs_tx_ppo,417,DRG,negotiated,37492
265,1548387418,741180155,bcbs_tx_ppo,418,DRG,negotiated,26115
266,1548387418,741180155,bcbs_tx_ppo,419,DRG,negotiated,20346
267,1548387418,741180155,bcbs_tx_ppo,422,DRG,negotiated,30312
268,1548387418,741180155,bcbs_tx_ppo,423,DRG,negotiated,74620
269,1548387418,741180155,bcbs_tx_ppo,432,DRG,negotiated,29116
270,1548387418,741180155,bcbs_tx_ppo,433,DRG,negotiated,15911
271,1548387418,741180155,bcbs_tx_ppo,434,DRG,negotiated,9585
272,1548387418,741180155,bcbs_tx_ppo,435,DRG,negotiated,35090
273,1548387418,741180155,bcbs_tx_ppo,436,DRG,negotiated,17329
274,1548387418,741180155,bcbs_tx_ppo,438,DRG,negotiated,24695
275,1548387418,741180155,bcbs_tx_ppo,439,DRG,negotiated,13063
276,1548387418,741180155,bcbs_tx_ppo,440,DRG,negotiated,9373
277,1548387418,741180155,bcbs_tx_ppo,441,DRG,negotiated,29141
278,1548387418,741180155,bcbs_tx_ppo,442,DRG,negotiated,14412
279,1548387418,741180155,bcbs_tx_ppo,443,DRG,negotiated,10655
280,1548387418,741180155,bcbs_tx_ppo,444,DRG,negotiated,25816
281,1548387418,741180155,bcbs_tx_ppo,445,DRG,negotiated,16658
282,1548387418,741180155,bcbs_tx_ppo,446,DRG,negotiated,12627
283,1548387418,741180155,bcbs_tx_ppo,453,DRG,negotiated,338133
284,1548387418,741180155,bcbs_tx_ppo,454,DRG,negotiated,252503
285,1548387418,741180155,bcbs_tx_ppo,455,DRG,negotiated,166275
286,1548387418,741180155,bcbs_tx_ppo,456,DRG,negotiated,460173
287,1548387418,741180155,bcbs_tx_ppo,457,DRG,negotiated,185424
288,1548387418,741180155,bcbs_tx_ppo,458,DRG,negotiated,223677
289,1548387418,741180155,bcbs_tx_ppo,459,DRG,negotiated,209047
290,1548387418,741180155,bcbs_tx_ppo,460,DRG,negotiated,142477
291,1548387418,741180155,bcbs_tx_ppo,462,DRG,negotiated,86544
292,1548387418,741180155,bcbs_tx_ppo,463,DRG,negotiated,83003
293,1548387418,741180155,bcbs_tx_ppo,464,DRG,negotiated,46016
294,1548387418,741180155,bcbs_tx_ppo,465,DRG,negotiated,28520
295,1548387418,741180155,bcbs_tx_ppo,466,DRG,negotiated,126946
296,1548387418,741180155,bcbs_tx_ppo,467,DRG,negotiated,99523
297,1548387418,741180155,bcbs_tx_ppo,468,DRG,negotiated,63431
298,1548387418,741180155,bcbs_tx_ppo,469,DRG,negotiated,75944
299,1548387418,741180155,bcbs_tx_ppo,470,DRG,negotiated,53507
300,1548387418,741180155,bcbs_tx_ppo,471,DRG,negotiated,98106
301,1548387418,741180155,bcbs_tx_ppo,472,DRG,negotiated,82860
302,1548387418,741180155,bcbs_tx_ppo,473,DRG,negotiated,68677
303,1548387418,741180155,bcbs_tx_ppo,475,DRG,negotiated,33935
304,1548387418,741180155,bcbs_tx_ppo,477,DRG,negotiated,51931
305,1548387418,741180155,bcbs_tx_ppo,478,DRG,negotiated,36461
306,1548387418,741180155,bcbs_tx_ppo,479,DRG,negotiated,27990
307,1548387418,741180155,bcbs_tx_ppo,481,DRG,negotiated,52221
308,1548387418,741180155,bcbs_tx_ppo,482,DRG,negotiated,37817
309,1548387418,741180155,bcbs_tx_ppo,483,DRG,negotiated,69226
310,1548387418,741180155,bcbs_tx_ppo,485,DRG,negotiated,52716
311,1548387418,741180155,bcbs_tx_ppo,486,DRG,negotiated,278489
312,1548387418,741180155,bcbs_tx_ppo,487,DRG,negotiated,41815
313,1548387418,741180155,bcbs_tx_ppo,488,DRG,negotiated,44429
314,1548387418,741180155,bcbs_tx_ppo,489,DRG,negotiated,30207
315,1548387418,741180155,bcbs_tx_ppo,492,DRG,negotiated,66882
316,1548387418,741180155,bcbs_tx_ppo,493,DRG,negotiated,71573
317,1548387418,741180155,bcbs_tx_ppo,494,DRG,negotiated,52469
318,1548387418,741180155,bcbs_tx_ppo,496,DRG,negotiated,30717
319,1548387418,741180155,bcbs_tx_ppo,497,DRG,negotiated,48354
320,1548387418,741180155,bcbs_tx_ppo,498,DRG,negotiated,50248
321,1548387418,741180155,bcbs_tx_ppo,500,DRG,negotiated,123485
322,1548387418,741180155,bcbs_tx_ppo,501,DRG,negotiated,26995
323,1548387418,741180155,bcbs_tx_ppo,502,DRG,negotiated,48305
324,1548387418,741180155,bcbs_tx_ppo,504,DRG,negotiated,27442
325,1548387418,741180155,bcbs_tx_ppo,505,DRG,negotiated,51550
326,1548387418,741180155,bcbs_tx_ppo,511,DRG,negotiated,56152
327,1548387418,741180155,bcbs_tx_ppo,513,DRG,negotiated,27236
328,1548387418,741180155,bcbs_tx_ppo,515,DRG,negotiated,75701
329,1548387418,741180155,bcbs_tx_ppo,516,DRG,negotiated,30338
330,1548387418,741180155,bcbs_tx_ppo,517,DRG,negotiated,21607
331,1548387418,741180155,bcbs_tx_ppo,518,DRG,negotiated,55449
332,1548387418,741180155,bcbs_tx_ppo,519,DRG,negotiated,30286
333,1548387418,741180155,bcbs_tx_ppo,520,DRG,negotiated,21927
334,1548387418,741180155,bcbs_tx_ppo,522,DRG,negotiated,95223
335,1548387418,741180155,bcbs_tx_ppo,536,DRG,negotiated,11937
336,1548387418,741180155,bcbs_tx_ppo,539,DRG,negotiated,79956
337,1548387418,741180155,bcbs_tx_ppo,540,DRG,negotiated,50853
338,1548387418,741180155,bcbs_tx_ppo,542,DRG,negotiated,27928
339,1548387418,741180155,bcbs_tx_ppo,543,DRG,negotiated,43255
340,1548387418,741180155,bcbs_tx_ppo,545,DRG,negotiated,38667
341,1548387418,741180155,bcbs_tx_ppo,546,DRG,negotiated,18666
342,1548387418,741180155,bcbs_tx_ppo,547,DRG,negotiated,12887
343,1548387418,741180155,bcbs_tx_ppo,548,DRG,negotiated,49881
344,1548387418,741180155,bcbs_tx_ppo,551,DRG,negotiated,25109
345,1548387418,741180155,bcbs_tx_ppo,552,DRG,negotiated,14573
346,1548387418,741180155,bcbs_tx_ppo,554,DRG,negotiated,22927
347,1548387418,741180155,bcbs_tx_ppo,555,DRG,negotiated,94768
348,1548387418,741180155,bcbs_tx_ppo,556,DRG,negotiated,27521
349,1548387418,741180155,bcbs_tx_ppo,557,DRG,negotiated,30369
350,1548387418,741180155,bcbs_tx_ppo,558,DRG,negotiated,13278
351,1548387418,741180155,bcbs_tx_ppo,559,DRG,negotiated,40455
352,1548387418,741180155,bcbs_tx_ppo,560,DRG,negotiated,16652
353,1548387418,741180155,bcbs_tx_ppo,561,DRG,negotiated,12238
354,1548387418,741180155,bcbs_tx_ppo,562,DRG,negotiated,21782
355,1548387418,741180155,bcbs_tx_ppo,563,DRG,negotiated,13471
356,1548387418,741180155,bcbs_tx_ppo,565,DRG,negotiated,15567
357,1548387418,741180155,bcbs_tx_ppo,570,DRG,negotiated,43878
358,1548387418,741180155,bcbs_tx_ppo,571,DRG,negotiated,25259
359,1548387418,741180155,bcbs_tx_ppo,572,DRG,negotiated,17057
360,1548387418,741180155,bcbs_tx_ppo,576,DRG,negotiated,78137
361,1548387418,741180155,bcbs_tx_ppo,577,DRG,negotiated,39507
362,1548387418,741180155,bcbs_tx_ppo,579,DRG,negotiated,56292
363,1548387418,741180155,bcbs_tx_ppo,580,DRG,negotiated,24757
364,1548387418,741180155,bcbs_tx_ppo,581,DRG,negotiated,29493
365,1548387418,741180155,bcbs_tx_ppo,583,DRG,negotiated,36342
366,1548387418,741180155,bcbs_tx_ppo,584,DRG,negotiated,50613
367,1548387418,741180155,bcbs_tx_ppo,585,DRG,negotiated,26865
368,1548387418,741180155,bcbs_tx_ppo,592,DRG,negotiated,26093
369,1548387418,741180155,bcbs_tx_ppo,596,DRG,negotiated,15303
370,1548387418,741180155,bcbs_tx_ppo,598,DRG,negotiated,17190
371,1548387418,741180155,bcbs_tx_ppo,601,DRG,negotiated,10637
372,1548387418,741180155,bcbs_tx_ppo,602,DRG,negotiated,22224
373,1548387418,741180155,bcbs_tx_ppo,603,DRG,negotiated,13069
374,1548387418,741180155,bcbs_tx_ppo,605,DRG,negotiated,14065
375,1548387418,741180155,bcbs_tx_ppo,606,DRG,negotiated,37267
376,1548387418,741180155,bcbs_tx_ppo,607,DRG,negotiated,12772
377,1548387418,741180155,bcbs_tx_ppo,614,DRG,negotiated,45490
378,1548387418,741180155,bcbs_tx_ppo,615,DRG,negotiated,27663
379,1548387418,741180155,bcbs_tx_ppo,617,DRG,negotiated,36188
380,1548387418,741180155,bcbs_tx_ppo,619,DRG,negotiated,146254
381,1548387418,741180155,bcbs_tx_ppo,620,DRG,negotiated,28708
382,1548387418,741180155,bcbs_tx_ppo,621,DRG,negotiated,26023
383,1548387418,741180155,bcbs_tx_ppo,622,DRG,negotiated,64693
384,1548387418,741180155,bcbs_tx_ppo,623,DRG,negotiated,28974
385,1548387418,741180155,bcbs_tx_ppo,626,DRG,negotiated,25561
386,1548387418,741180155,bcbs_tx_ppo,627,DRG,negotiated,27881
387,1548387418,741180155,bcbs_tx_ppo,629,DRG,negotiated,36305
388,1548387418,741180155,bcbs_tx_ppo,637,DRG,negotiated,21267
389,1548387418,741180155,bcbs_tx_ppo,638,DRG,negotiated,13604
