HCode,Name,Facility Type,City,State,County,Zip Code,Zip,Corp Hcode,Contract/Corp Entity Name,Tax ID,BCBSTX ID,Facility Medicare Id,Provider Count
90023,Homelink,Home Care,McAllen,TX,Hidalgo,78501,785,316224,Homelink,421280573,,0294030445,1
90025,Homelink,Home Care,Paris,TX,Lamar,75460,754,53103,Lincare,592852900,,0294030320,1
90025,Homelink,Home Care,Paris,TX,Lamar,75460,754,316224,Homelink,421280573,,0294030320,1
90188,Select Physical Therapy,Other,Killeen,TX,Bell,76542,765,30447,Select Subsidiaries,631133454,,456616,1
90188,Select Physical Therapy,Physical Rehab,Killeen,TX,Bell,76542,765,30447,Select Subsidiaries,631133454,,456616,1
90237,Central Park Surgery Center,Outpatient Services,Austin,TX,Travis,78705,787,90237,Central Park Surgery Center,621751780,,ASC462,1
90237,Central Park Surgery Center,Outpatient Services,Austin,TX,Travis,78705,787,127230,St Davids Healthcare - HCA,800776412,,ASC462,1
90391,Brownsville Physical Therapy,Physical Rehab,Brownsville,TX,Cameron,78520,785,59524,Physical Therapy Provider Networks,742570843,,650360,1
90398,Cooper and Bush Physical Therapy,Physical Rehab,Benbrook,TX,Tarrant,76109,761,59524,Physical Therapy Provider Networks,752570786,,5318,1
90400,Bentz Physical Therapy - Fort Worth,Home Care,Fort Worth,TX,Tarrant,76104,761,59524,Physical Therapy Provider Networks,752435611,,-,1
90400,Bentz Physical Therapy - Fort Worth,Physical Rehab,Fort Worth,TX,Tarrant,76104,761,59524,Physical Therapy Provider Networks,752435611,,-,1
90410,Sleep Analysis Center,Other,Fort Worth,TX,Tarrant,76140,761,322928,Advanced Imaging,752693862,,-,1
90736,St Lukes Radiology,Diagnostic Service,Houston,TX,Harris,77030,770,208746,CHI St Lukes Health,741161938,,450193,1
90736,St Lukes Radiology,Outpatient Services,Houston,TX,Harris,77030,770,208746,CHI St Lukes Health,741161938,,450193,1
90738,St Lukes Community Emergency Center - San Felipe,Diagnostic Service,Houston,TX,Harris,77057,770,208746,CHI St Lukes Health,741161938,,450193,1
90738,St Lukes Community Emergency Center - San Felipe,Outpatient Services,Houston,TX,Harris,77057,770,208746,CHI St Lukes Health,741161938,,450193,1
91063,Specialty Orthopedics Physical Therapy,Physical Rehab,Hurst,TX,Tarrant,76054,760,91063,Specialty Orthopedics Physical Therapy,752609189,,-,1
91064,ProPath Services,Diagnostic Service,Dallas,TX,Dallas,75247,752,315545,ProPath Services,751093698,,CL8217,1
91065,Careworks Home Health Services,Home Care,Dallas,TX,Dallas,75244,752,91065,Careworks Home Health Services,752629190,,-,1
91072,North Houston Cardiac Diagnostic Ctr,Diagnostic Service,Houston,TX,Harris,77090,770,91072,North Houston Cardiac Diagnostic Ctr,760576057,,-,1
91085,Medical Center Pharmacy,Home Care,Fort Worth,TX,Tarrant,76107,761,91085,Medical Center Pharmacy,752417373,,-,1
91122,Texas Pediatric Surgery Center,Outpatient Services,North Richland Hills,TX,Tarrant,76180,761,91114,North Texas Division - HCA,621771716,,451252,1
91157,Workwell Institute For Work Assessment,Physical Rehab,Houston,TX,Harris,77057,770,91157,Workwell Institute For Work Assessment,760383699,,-,1
91325,Baylor Scott and White Surgicare - Denton,Outpatient Services,Denton,TX,Denton,76205,762,323524,Baylor Scott and White Health,752708579,,ASC064,1
91384,Careos Surgicenter,Outpatient Services,Austin,TX,Travis,78705,787,91384,Careos Surgicenter,742802221,,-,1
91384,Careos Surgicenter,Outpatient Services,Austin,TX,Travis,78705,787,127230,St Davids Healthcare - HCA,844484446,,-,1
91447,Clear Lake Orthopedics,Other,Webster,TX,Harris,77598,775,311980,Flex Orthopedic Services,841470762,,-,1
91448,Myers Orthotics And Prosthetics,Other,Corsicana,TX,Navarro,75110,751,91448,Myers Orthotics And Prosthetics,752451307,,-,1
91450,Tyler Physical Therapy Clinic,Physical Rehab,Tyler,TX,Smith,75702,757,91450,Tyler Physical Therapy Clinic,752257429,,-,1
91467,Christus St Elizabeth,Outpatient Services,Port Arthur,TX,Jefferson,77642,776,207627,Christus Health Ark-La-Tex,760591590,,450034,1
91468,Southeast Texas Cancer Center,Outpatient Services,Beaumont,TX,Jefferson,77702,777,207627,Christus Health Ark-La-Tex,752727769,,0004CC,1
91555,Reddys Physical Therapy Clinic,Physical Rehab,Beaumont,TX,Jefferson,77701,777,91555,Reddys Physical Therapy Clinic,589259034,,-,1
91826,Homelink,Home Care,Lubbock,TX,Lubbock,79423,794,316224,Homelink,421280573,,-,1
91869,Hill Country Ambulatory Surgery Center,Outpatient Services,Cedar Park,TX,Williamson,78613,786,701482,Tenet Healthcare-National,202829728,,45C0001412,1
91949,St Joseph Regional Rehabilitation Ctr,Acute Care Gen,Bryan,TX,Brazos,77802,778,322379,St Joseph Regional Health Center,741282696,,-,1
91967,Homelink,Diagnostic Service,Laredo,TX,Webb,78041,780,91967,Homelink,742836600,,-,1
91967,Homelink,Diagnostic Service,Laredo,TX,Webb,78041,780,316224,Homelink,421280573,,-,1
91967,Homelink,Home Care,Laredo,TX,Webb,78041,780,91967,Homelink,742836600,,-,1
91967,Homelink,Home Care,Laredo,TX,Webb,78041,780,316224,Homelink,421280573,,-,1
91982,Oakwood Surgery Center,Outpatient Services,Round Rock,TX,Williamson,78681,786,127230,St Davids Healthcare - HCA,621641024,,ASC009,1
92394,Newport Audiology Centers,Other,San Antonio,TX,Bexar,78232,782,92215,Newport Audiology Centers,330687313,,-,1
92559,Cornerstone Regional Hospital,Acute Care Gen,Edinburg,TX,Hidalgo,78539,785,133368,South Texas Health System,742829611,,450825,1
92587,Preferred Imaging,Diagnostic Service,Plano,TX,Collin,75075,750,92587,Preferred Imaging,582595355,,-,1
92756,Houston Sports and Spine Rehabilitation,Physical Rehab,Houston,TX,Harris,77008,770,92756,Houston Sports and Spine Rehabilitation,760613253,,-,1
92856,Aslan Orthotic And Prosthetic Centers,Other,Lubbock,TX,Lubbock,79410,794,206098,Aslan Orthotic & Prosthetic Centers,751730730,,-,1
92878,Sleep Technology Institute,Other,Sugar Land,TX,Fort Bend,77478,774,92878,Sleep Technology Institute,752978537,,-,1
92878,Sleep Technology Institute,Other,Sugar Land,TX,Fort Bend,77478,774,92878,Sleep Technology Institute,326767169,,-,1
93000,Active Rehabilitation,Physical Rehab,Plano,TX,Collin,75075,750,93000,Active Rehabilitation,752829288,,-,1
93031,Gulf Coast MRI And Diagnostic Center,Diagnostic Service,Houston,TX,Harris,77058,770,314433,Gulf Coast Mri & Diagnostic Center,760470070,,-,1
93103,Rehab Ctr Therapeutic Solutions F,Physical Rehab,Sherman,TX,Grayson,75092,750,93103,Rehab Ctr Therapeutic Solutions F,751094322,,-,1
93222,Moncrief Dialysis Center,Outpatient Services,Austin,TX,Travis,78705,787,395124,Sante Rehabilitation Group,752859828,,452783,1
93224,Live Oak Dialysis,Outpatient Services,Live Oak,TX,Bexar,78233,782,93255,DaVita,202947583,,452570,1
93225,Southwest San Antonio Dialysis Center,Outpatient Services,San Antonio,TX,Bexar,78224,782,93255,DaVita,232791135,,452571,1
93226,Gonzales Dialysis Center,Outpatient Services,Gonzales,TX,Gonzales,78629,786,93255,DaVita,232791135,,452734,1
93227,HEB Dialysis Center,Outpatient Services,Bedford,TX,Tarrant,76022,760,93255,DaVita,232791135,,452583,1
93228,Denison Dialysis Center,Outpatient Services,Denison,TX,Grayson,75020,750,93255,DaVita,232791135,,452665,1
93229,Sherman Dialysis Center,Outpatient Services,Sherman,TX,Grayson,75092,750,93255,DaVita,232791135,,452774,1
93230,Henderson Dialysis Center,Outpatient Services,Henderson,TX,Rusk,75652,756,93255,DaVita,742794200,,452803,1
93231,Longview Dialysis Center,Outpatient Services,Longview,TX,Gregg,75605,756,93255,DaVita,232791135,,452744,1
93234,Lone Star Dialysis,Outpatient Services,Houston,TX,Harris,77061,770,93255,DaVita,760520167,,452676,1
93236,Houston Kidney Center Southwest,Outpatient Services,Houston,TX,Harris,77099,770,93255,DaVita,760509917,,452780,1
93237,Northstar Dialysis Center,Outpatient Services,Houston,TX,Harris,77076,770,93255,DaVita,760509917,,452675,1
93238,Northwest Kidney Center,Outpatient Services,Houston,TX,Harris,77092,770,93255,DaVita,760509917,,452642,1
93240,Conroe Dialysis Center,Outpatient Services,Conroe,TX,Montgomery,77304,773,93255,DaVita,232791135,,452708,1
93241,North Houston Dialysis Center,Outpatient Services,Houston,TX,Harris,77022,770,93255,DaVita,232791135,,452678,1
93242,Tomball Dialysis Center,Outpatient Services,Tomball,TX,Harris,77375,773,93255,DaVita,232791135,,452743,1
93243,Grand Parkway Dialysis Center,Outpatient Services,Katy,TX,Fort Bend,77494,774,93255,DaVita,742794200,,452761,1
93244,TRC TX Cyfair Dialysis Cntr,Outpatient Services,Houston,TX,Harris,77065,770,93255,DaVita,742794200,,452762,1
93245,Memorial Dialysis Center,Outpatient Services,Houston,TX,Harris,77079,770,93255,DaVita,202388989,,452755,1
93246,Houston Kidney Center Cypress Station,Outpatient Services,Houston,TX,Harris,77090,770,93255,DaVita,760509917,,452784,1
93247,Central City Dialysis,Outpatient Services,El Paso,TX,El Paso,79902,799,93255,DaVita,742794200,,452651,1
93248,Loma Vista Dialysis Cntr,Outpatient Services,El Paso,TX,El Paso,79935,799,93255,DaVita,931229060,,452741,1
93249,Mesa Vista Dialysis,Outpatient Services,El Paso,TX,El Paso,79902,799,93255,DaVita,742794200,,452758,1
93251,Cielo Vista Dialysis,Outpatient Services,El Paso,TX,El Paso,79915,799,93255,DaVita,742794200,,452707,1
93253,Brookriver Dialysis,Outpatient Services,Dallas,TX,Dallas,75247,752,93255,DaVita,752533856,,452703,1
93466,Emerald Springs Wellness Clinic,Physical Rehab,Friendswood,TX,Harris,77546,775,93466,Emerald Springs Wellness Clinic,760582264,,-,1
93566,BritKare Home Medical,Home Care,Amarillo,TX,Potter,79106,791,57719,Med Group,752598926,,0962670001,1
93584,AmeriPath Texas,Diagnostic Service,Dallas,TX,Dallas,75244,752,206090,Ameripath Texas,752530066,,CL8032,1
93703,American Health Imaging of Dallas,Diagnostic Service,Dallas,TX,Dallas,75246,752,728522,US Radiology Specialists,752834692,,00764N,1
93765,Irving Cath Lab,Diagnostic Service,Irving,TX,Dallas,75061,750,93765,Irving Cath Lab,752809854,,-,1
93960,Acorn Pharmacy,Home Care,Dallas,TX,Dallas,75206,752,93960,Acorn Pharmacy,760506860,,-,1
94056,B And G Orthotic Appliance,Home Care,Lubbock,TX,Lubbock,79410,794,94056,B And G Orthotic Appliance,752236789,,-,1
94169,American Health Imaging of Jacinto City,Diagnostic Service,Houston,TX,Harris,77029,770,728522,US Radiology Specialists,760451126,,-,1
94208,Heart Hospital Of Austin- A Campus of St Davids Medical Ctr,Acute Care Gen,Austin,TX,Travis,78756,787,127230,St Davids Healthcare - HCA,742781812,,450431,1
94226,Frisco Physical Therapy,Physical Rehab,Frisco,TX,Collin,75034,750,50247,US Physical Therapy,760625171,,-,1
94247,Houston Methodist Continuing Care Hospital,Acute Care Gen,Katy,TX,Harris,77450,774,101460,Methodist Hospital,464402004,,450832,1
94250,Houston Methodist Orthopedics and Sports Medicine Nassau Bay,Physical Rehab,Nassau Bay,TX,Harris,77058,770,94250,Houston Methodist Orthopedics and Sports Medicine Nassau Bay,742209364,,-,1
94251,Houston Methodist Orthopedics & Sports Medicine Friendswood,Physical Rehab,Houston,TX,Harris,77058,770,207627,Christus Health Ark-La-Tex,760591592,,450709,1
94253,Houston Methodist Orthopedics and Sports Medicine Texas City,Physical Rehab,Texas City,TX,Galveston,77590,775,207627,Christus Health Ark-La-Tex,760591592,,450709,1
94312,Diagnostic MRI,Diagnostic Service,Houston,TX,Harris,77031,770,94312,Diagnostic MRI,760612743,,-,1
94314,Grapevine Phys Therapy and Sports Med,Physical Rehab,Grapevine,TX,Tarrant,76051-9207,760,94314,Grapevine Phys Therapy and Sports Med,752727132,,-,1
94315,Terry Robinson Physical Therapy,Physical Rehab,Dallas,TX,Dallas,75225,752,94315,Terry Robinson Physical Therapy,751500893,,-,1
94316,Bio Molecular Diagnostics,Diagnostic Service,Houston,TX,Harris,77084,770,94316,Bio Molecular Diagnostics,760620256,,-,1
94423,Universal Bay Area MRI,Diagnostic Service,Houston,TX,Harris,77034,770,94423,Universal Bay Area MRI,760502924,,FTXUVCN1,1
94423,Universal Bay Area MRI,Home Care,Houston,TX,Harris,77034,770,94423,Universal Bay Area MRI,760502924,,FTXUVCN1,1
94427,Humble MRI And Diagnostic,Diagnostic Service,Humble,TX,Harris,77338,773,94427,Humble MRI And Diagnostic,760502924,,-,1
94427,Humble MRI And Diagnostic,Home Care,Humble,TX,Harris,77338,773,94427,Humble MRI And Diagnostic,760502924,,-,1
94428,Normandy MRI And Diagnostic,Diagnostic Service,Houston,TX,Harris,77015,770,94428,Normandy MRI And Diagnostic,760502924,,-,1
94430,Southwest MRI,Diagnostic Service,Houston,TX,Harris,77099,770,94430,Southwest MRI,760502924,,-,1
94448,Morgan Avenue Dialysis,Outpatient Services,Corpus Christi,TX,Nueces,78405,784,93255,DaVita,202694671,,452800,1
94493,Rose Southeast,Diagnostic Service,Houston,TX,Harris,77034,770,94508,Rose,760193812,,-,1
94494,Rose Galleria,Diagnostic Service,Bellaire,TX,Harris,77401,774,94508,Rose,760193812,,-,1
94512,International Limb & Brace,Other,El Paso,TX,El Paso,79903,799,94512,International Limb & Brace,741662031,,-,1
94514,Central Texas Orthotics & Prosthetics,Home Care,Bryan,TX,Brazos,77802,778,94514,Central Texas Orthotics & Prosthetics,742978223,,-,1
94514,Central Texas Orthotics & Prosthetics,Other,Bryan,TX,Brazos,77802,778,94514,Central Texas Orthotics & Prosthetics,742978223,,-,1
94529,A Med Medical,Home Care,Texas City,TX,Galveston,77591,775,316833,A Med Management,760597478,,-,1
94530,Amed Home Health,Long Term,San Antonio,TX,Bexar,78216,782,316833,A Med Management,760597478,,-,1
94537,Homelink,Home Care,Texas City,TX,Galveston,77591,775,316224,Homelink,421280573,,-,1
94676,Junction Medical Clinic,Outpatient Services,Junction,TX,Kimble,76849,768,206310,Kimble Hospital,262294680,,-,1
94682,Homelink,Home Care,Brenham,TX,Washington,77833,778,316224,Homelink,421280573,,-,1
94685,Texas Home Health Of America,Home Care,College Station,TX,Brazos,77845,778,206931,Texas Home Health of America,760376926,,-,1
94691,Victoria Plastic Surgery Center,Outpatient Services,Victoria,TX,Victoria,77904,779,323054,PHCS Direct Contracts,742887161,,-,1
94694,Texas Home Health Of America,Home Care,Longview,TX,Gregg,75604,756,206931,Texas Home Health of America,760376926,,-,1
94694,Texas Home Health Of America,Home Care,Longview,TX,Gregg,75604,756,368310,First Call IV Pharmacy,421538627,,-,1
94695,Safeway Medical Supply,Home Care,Houston,TX,Harris,77006,770,94695,Safeway Medical Supply,760487791,,-,1
94699,Texas Home Health Of America,Home Care,Silsbee,TX,Hardin,77656,776,206931,Texas Home Health of America,760376926,,-,1
94704,Texas Home Health Of America,Home Care,Waco,TX,McLennan,76712-6662,767,206931,Texas Home Health of America,760376926,,-,1
94732,HMSD,Home Care,Houston,TX,Harris,77054,770,309494,Health Management Services,870772301,,-,1
94941,Renal Center Of Lewisville,Outpatient Services,Lewisville,TX,Denton,75057,750,93255,DaVita,208570807,,452648,1
95031,Island Dialysis,Outpatient Services,Galveston,TX,Galveston,77551,775,93255,DaVita,621323090,,452520,1
95159,Mainland Dialysis,Outpatient Services,La Marque,TX,Galveston,77568,775,93255,DaVita,621323090,,452635,1
95364,Stat Care,Home Care,Stafford,TX,Fort Bend,77477,774,95364,Stat Care,760578528,,-,1
95484,Touchstone Imaging Arlington Breast Center,Diagnostic Service,Arlington,TX,Tarrant,76018,760,323524,Baylor Scott and White Health,462908086,,-,1
95488,Diagnostic MRI,Diagnostic Service,Houston,TX,Harris,77031,770,205634,Diagnostic MRI,760617060,,-,1
95501,Seton Pflugerville Healthcare Center,Outpatient Services,Pflugerville,TX,Travis,78660,786,24298,Seton Family of Hospitals,741109643,,450056,1
95609,Muleshoe Family Medicine Clinic RCH,Outpatient Services,Muleshoe,TX,Bailey,79347,793,206363,Muleshoe Area Medical Center,471743325,,451372,1
95669,RH Medical,Other,San Antonio,TX,Bexar,78216,782,95669,RH Medical,742193447,,-,1
95671,Professional Therapy Services-Ingram,Physical Rehab,San Antonio,TX,Bexar,78229,782,95671,Professional Therapy Services-Ingram,742203429,,-,1
95672,Professional Therapy Services-Seguin,Physical Rehab,Seguin,TX,Guadalupe,78155,781,95672,Professional Therapy Services-Seguin,742203429,,-,1
95673,Professional Therapy Svcs-New Braunfel,Physical Rehab,New Braunfels,TX,Comal,78130,781,95673,Professional Therapy Svcs-New Braunfel,742203429,,-,1
95675,Cardiovascular Diagnostic Center,Diagnostic Service,Beaumont,TX,Jefferson,77702,777,95675,Cardiovascular Diagnostic Center,760626654,,-,1
95769,Open Diagnostic Imaging,Diagnostic Service,Dallas,TX,Dallas,75225,752,95769,Open Diagnostic Imaging,752778054,,-,1
95775,PAM Specialty Hospital of Victoria North,Physical Rehab,Victoria,TX,Victoria,77904,779,57938,Post Acute Medical,383743547,,452094,1
95887,Praxair Distribution,Home Care,Austin,TX,Travis,78756,787,316289,Praxair Distribution,870194000,,-,1
95898,Ascension Seton Southwest,Acute Care Gen,Austin,TX,Travis,78737,787,24298,Seton Family of Hospitals,741109643,,450865,1
95900,Medical Clinic Of Muleshoe,Outpatient Services,Muleshoe,TX,Bailey,79347,793,206363,Muleshoe Area Medical Center,471743325,,451372,1
96001,Physicians Center,Acute Care Gen,Bryan,TX,Brazos,77802,778,738111,Physicians Centre,742862145,,450834,1
96005,Paso Del Norte Surgery Center,Outpatient Services,El Paso,TX,El Paso,79912,799,701482,Tenet Healthcare-National,742797719,,45D0958205,1
96014,Houston Sleep Center,Other,Houston,TX,Harris,77025,770,96014,Houston Sleep Center,760612258,,-,1
96462,Homelink,Home Care,Fort Worth,TX,Tarrant,76140,761,316224,Homelink,421280573,,-,1
96464,Homelink,Home Care,Childress,TX,Childress,79201,792,316224,Homelink,421280573,,-,1
96495,CPS Medical,Home Care,Tyler,TX,Smith,75701,757,57719,Med Group,752051360,,0414540001,1
96519,Homelink,Home Care,Center,TX,Shelby,75935,759,316224,Homelink,421280573,,-,1
96520,Homelink,Home Care,Brenham,TX,Washington,77833,778,316224,Homelink,421280573,,-,1
96529,Homelink,Home Care,Mexia,TX,Limestone,76667,766,316224,Homelink,421280573,,-,1
96559,Homelink,Home Care,Texas City,TX,Galveston,77590,775,316224,Homelink,421280573,,-,1
96562,AeroCare Holdings,Home Care,Sanger,TX,Denton,76266,762,57719,Med Group,760662107,,3979970007,1
96599,AeroCare Home Medical,Home Care,Houston,TX,Harris,77040,770,57719,Med Group,760653019,,3861570001,1
97755,Homelink,Home Care,Cleveland,TX,Liberty,77327,773,316224,Homelink,421280573,,-,1
97895,Homelink,Home Care,Corpus Christi,TX,Nueces,78412,784,316224,Homelink,421280573,,-,1
98377,AeroCare Express,Home Care,Abilene,TX,Taylor,79603,796,57719,Med Group,752494404,,1050990001,1
98380,Homelink,Home Care,Addison,TX,Dallas,75001-4338,750,316224,Homelink,421280573,,-,1
98386,Homelink,Home Care,Amarillo,TX,Potter,79106,791,316224,Homelink,421280573,,-,1
98391,Amarillo Respiratory Services,Home Care,Amarillo,TX,Randall,79109,791,57719,Med Group,752494404,,1050990007,1
98396,Homelink,Home Care,Arlington,TX,Tarrant,76015,760,316224,Homelink,421280573,,-,1
98408,Homelink,Home Care,Austin,TX,Travis,78731,787,316224,Homelink,421280573,,-,1
98417,Homelink,Other,Beaumont,TX,Jefferson,77702,777,316224,Homelink,421280573,,-,1
98421,Homelink,Home Care,Bedford,TX,Tarrant,76022,760,316224,Homelink,421280573,,-,1
98425,Homelink,Home Care,Bonham,TX,Fannin,75418,754,316224,Homelink,421280573,,-,1
98429,Homelink,Home Care,Richardson,TX,Dallas,75080,750,316224,Homelink,421280573,,-,1
98450,Homelink,Home Care,Corpus Christi,TX,Nueces,78411,784,316224,Homelink,421280573,,-,1
98466,Homelink,Home Care,Richardson,TX,Dallas,75081,750,316224,Homelink,421280573,,-,1
98521,Express Medical Supply,Home Care,Georgetown,TX,Williamson,78628,786,357809,AeroCare Holdings,752494404,,1050990003,1
98526,Homelink,Home Care,Graham,TX,Young,76450,764,316224,Homelink,421280573,,-,1
98526,Homelink,Physical Rehab,Graham,TX,Young,76450,764,316224,Homelink,421280573,,-,1
98541,Homelink,Home Care,Houston,TX,Harris,77008,770,316224,Homelink,421280573,,-,1
98549,Homelink,Home Care,Houston,TX,Harris,77042,770,316224,Homelink,421280573,,-,1
98562,Homelink,Home Care,Dallas,TX,Dallas,75208,752,316224,Homelink,421280573,,-,1
98577,Homelink,Home Care,Sherman,TX,Grayson,75092,750,316224,Homelink,421280573,,-,1
98591,Homelink,Home Care,Lewisville,TX,Denton,75067,750,316224,Homelink,421280573,,-,1
98600,Homelink,Home Care,Longview,TX,Gregg,75605,756,316224,Homelink,421280573,,-,1
98605,Homelink,Home Care,Lubbock,TX,Lubbock,79410,794,316224,Homelink,421280573,,-,1
98607,Homelink,Home Care,Lubbock,TX,Lubbock,79423,794,57719,Med Group,752494404,,1050990012,1
98607,Homelink,Home Care,Lubbock,TX,Lubbock,79423,794,316224,Homelink,421280573,,1050990012,1
98617,Homelink,Home Care,McAllen,TX,Hidalgo,78501,785,316224,Homelink,421280573,,-,1
98644,Homelink,Home Care,Odessa,TX,Ector,79761,797,316224,Homelink,421280573,,-,1
98646,Homelink,Home Care,Paris,TX,Lamar,75460,754,316224,Homelink,421280573,,-,1
98653,Homelink,Home Care,Pflugerville,TX,Travis,78660,786,316224,Homelink,421280573,,-,1
98653,Homelink,Physical Rehab,Pflugerville,TX,Travis,78660,786,316224,Homelink,421280573,,-,1
98654,Homelink,Home Care,Pharr,TX,Hidalgo,78577,785,316224,Homelink,421280573,,-,1
98670,Homelink,Home Care,San Angelo,TX,Tom Green,76903,769,316224,Homelink,421280573,,-,1
98672,Homelink,Home Care,Tyler,TX,Smith,75703,757,316224,Homelink,421280573,,-,1
98674,Homelink,Home Care,San Antonio,TX,Bexar,78207,782,316224,Homelink,421280573,,-,1
98689,Homelink,Home Care,San Antonio,TX,Bexar,78229,782,316224,Homelink,421280573,,-,1
98697,Homelink,Home Care,San Antonio,TX,Bexar,78249,782,316224,Homelink,421280573,,-,1
98709,Homelink,Home Care,Stephenville,TX,Erath,76401,764,316224,Homelink,421280573,,-,1
98712,Homelink,Home Care,Temple,TX,Bell,76504,765,316224,Homelink,421280573,,-,1
98712,Homelink,Physical Rehab,Temple,TX,Bell,76504,765,316224,Homelink,421280573,,-,1
98727,Homelink,Home Care,Vernon,TX,Wilbarger,76384,763,316224,Homelink,421280573,,1151280001,1
98732,AeroCare Holdings,Home Care,Waco,TX,McLennan,76712,767,57719,Med Group,760662107,,3979970005,1
98937,Homelink,Home Care,Richardson,TX,Dallas,75080,750,316224,Homelink,421280573,,-,1
98947,Homelink,Home Care,Houston,TX,Harris,77063,770,316224,Homelink,421280573,,-,1
99050,Homelink,Home Care,Pasadena,TX,Harris,77504,775,316224,Homelink,421280573,,-,1
99695,Homelink,Home Care,Bryan,TX,Brazos,77803,778,316224,Homelink,421280573,,-,1
99707,Homelink,Home Care,Ennis,TX,Ellis,75119,751,316224,Homelink,421280573,,-,1
99728,Homelink,Other,San Antonio,TX,Bexar,78216,782,316224,Homelink,421280573,,-,1
99729,Homelink,Home Care,San Antonio,TX,Bexar,78205,782,316224,Homelink,421280573,,-,1
99730,Homelink,Other,San Antonio,TX,Bexar,78240,782,316224,Homelink,421280573,,-,1
99734,AeroCare Home Medical,Home Care,Texarkana,TX,Bowie,75501-3580,755,57719,Med Group,161655984,,4736810011,1
99735,Homelink,Home Care,Tyler,TX,Smith,75701,757,316224,Homelink,421280573,,-,1
99901,Homelink,Home Care,McAllen,TX,Hidalgo,78503,785,316224,Homelink,421280573,,-,1
100269,Homelink,Home Care,La Grange,TX,Fayette,78945,789,316224,Homelink,421280573,,-,1
100269,Homelink,Physical Rehab,La Grange,TX,Fayette,78945,789,316224,Homelink,421280573,,-,1
100325,Homelink,Home Care,Waco,TX,McLennan,76712,767,316224,Homelink,421280573,,-,1
100351,Homelink,Home Care,Nacogdoches,TX,Nacogdoches,75965,759,316224,Homelink,421280573,,458433,1
100541,Homelink,Home Care,Del Rio,TX,Val Verde,78840,788,316224,Homelink,421280573,,-,1
100573,Homelink,Home Care,Weatherford,TX,Parker,76086,760,316224,Homelink,421280573,,-,1
100620,Butler Shahan Physical Therapy,Physical Rehab,Sherman,TX,Grayson,75092,750,100620,Butler Shahan Physical Therapy,752847118,,-,1
100627,Memorial Hermann Endoscopy Center - Bay Area,Outpatient Services,Houston,TX,Harris,77034,770,39708,Memorial Hermann Hospital System,364773048,,365555,1
100722,Med Center Dialysis,Outpatient Services,Houston,TX,Harris,77004,770,93255,DaVita,232791135,,452572,1
100782,Q Plus,Diagnostic Service,Grand Prairie,TX,Tarrant,75051,750,100782,Q Plus,752532018,,-,1
100882,Austin Center Blvd and Austin Center Blvd Womens Imaging Cen,Diagnostic Service,Austin,TX,Travis,78731,787,28778,Austin Radiological Association,741597116,,00E692,1
100887,ARA Imaging - Rock Creek Plaza,Diagnostic Service,Round Rock,TX,Williamson,78664,786,28778,Austin Radiological Association,201651590,,FTA113,1
100888,San Marcos,Diagnostic Service,San Marcos,TX,Hays,78666,786,28778,Austin Radiological Association,741597116,,0014BY,1
100890,Medical Park Tower,Diagnostic Service,Austin,TX,Travis,78705,787,28778,Austin Radiological Association,741597116,,00E692,1
100901,Med Sport Physical Therapy & Rehab,Physical Rehab,Arlington,TX,Tarrant,76017,760,100901,Med Sport Physical Therapy & Rehab,752506234,,-,1
100961,Labcorp,Diagnostic Service,Odessa,TX,Ector,79761,797,51518,Laboratory Corporation of America Holdings,840611484,,-,1
100961,Labcorp,Physical Rehab,Odessa,TX,Ector,79761,797,51518,Laboratory Corporation of America Holdings,840611484,,-,1
100963,West Texas Pathology Lab-Amarillo,Diagnostic Service,Amarillo,TX,Potter,79106,791,100963,West Texas Pathology Lab-Amarillo,980202038,,-,1
101025,HealthTronics Fayetteville Lithotripters LP - LAI,Outpatient Services,Beaumont,TX,Jefferson,77701,777,323054,PHCS Direct Contracts,561666109,,-,1
101027,Fayetteville Lithotripters LAI,Outpatient Services,Beaumont,TX,Jefferson,77702,777,68396,HealthTronics Laboratory Solutions,561666109,,-,1
101068,Texas Lithotripters III,Outpatient Services,Corpus Christi,TX,Nueces,78411,784,68396,HealthTronics Laboratory Solutions,561737521,,-,1
101076,Texas Lithotripters III,Outpatient Services,San Antonio,TX,Bexar,78229,782,68396,HealthTronics Laboratory Solutions,561737521,,-,1
101084,HealthTronics Dallas Lithotripsy LP,Outpatient Services,Plano,TX,Collin,75075,750,206090,Ameripath Texas,752722708,,-,1
101096,Baylor Scott and White Hospice - Waco,Long Term,Waco,TX,McLennan,76708,767,323524,Baylor Scott and White Health,741166904,,-,1
101125,Homelink,Home Care,Longview,TX,Gregg,75601,756,316224,Homelink,421280573,,6954550001,1
101125,Homelink,Home Care,Longview,TX,Gregg,75601,756,378000,Womens Health Boutique,463360799,,6954550001,1
101125,Homelink,Other,Longview,TX,Gregg,75601,756,316224,Homelink,421280573,,6954550001,1
101125,Homelink,Other,Longview,TX,Gregg,75601,756,378000,Womens Health Boutique,463360799,,6954550001,1
101224,Hanger Clinic,Other,Kerrville,TX,Kerr,78028,780,95082,Linkia,200800593,,0340220147,1
101360,Health Scan Of Plano,Diagnostic Service,Plano,TX,Collin,75093,750,101360,Health Scan Of Plano,880420860,,-,1
101492,Surgery Center,Outpatient Services,Victoria,TX,Victoria,77904,779,701482,Tenet Healthcare-National,352240144,,ASC257,1
